fecha_solicitud;mes_sol;año_sol;desc_cnae;empresa_municipio;empresa_provincia;localidades_centro_trab;desc_sector;total_trab_sus;trab_hombres_sus;trab_mujeres_sus
22/11/2024;11;2024;Transporte de mercancías por carretera;Alicante;Alicante;Alicante;SERVICIOS;1;1;0
09/12/2024;12;2024;Educación secundaria técnica y profesional;Elche;Alicante;Elche;SERVICIOS;3;2;1
14/11/2024;11;2024;Fabricación de muebles de oficina y de establecimientos comerciales;Benicarló;Castelló;Benicarló;INDUSTRIA;63;52;11
14/11/2024;11;2024;Fabricación de carrocerías para vehículos de motor, fabricación de remolques y semirremolques;Peñíscola;Castelló;Peñíscola;INDUSTRIA;87;55;32
18/11/2024;11;2024;Transporte por taxi;Castellón de la Plana;Castelló;Castellón De La Plana;SERVICIOS;1;1;0
21/11/2024;11;2024;Transporte de mercancías por carretera;Moncófar;Castelló;Moncófar;SERVICIOS;2;2;0
17/12/2024;12;2024;Transporte de mercancías por carretera;Moncófar;Castelló;Moncófar;SERVICIOS;2;2;0
31/10/2024;10;2024;Servicios integrales a edificios e instalaciones;Cuart de Poblet;Valencia;Aldaya;SERVICIOS;0;0;0
04/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Ribarroja del Turia;Valencia;Riba-Roja De Túria;INDUSTRIA;86;53;33
04/11/2024;11;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;"Aldaya; Almussafes; Gandía";SERVICIOS;79;60;19
04/11/2024;11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Málaga;Málaga;Aldaya;SERVICIOS;4;0;4
04/11/2024;11;2024;Fabricación de otros muebles;Cuart de Poblet;Valencia;Quart De Poblet;INDUSTRIA;345;0;0
05/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;"Almazora; Almussafes; Bétera; Ibi; Meliana; Museros; Náquera; Paterna; Riba-Roja De Túria";INDUSTRIA;464;345;119
05/11/2024;11;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;Paterna;SERVICIOS;31;0;31
06/11/2024;11;2024;Transporte de mercancías por carretera;Ribarroja del Turia;Valencia;Riba-Roja De Túria;SERVICIOS;149;139;10
07/11/2024;11;2024;Fabricación de vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;4281;0;0
08/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Madrid;Madrid;Riba-Roja De Túria;SERVICIOS;124;124;0
08/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Paterna;Valencia;Massanassa;SERVICIOS;6;0;6
08/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;254;211;43
08/11/2024;11;2024;Restaurantes y puestos de comidas;Aldaya;Valencia;Aldaya;SERVICIOS;25;7;18
08/11/2024;11;2024;Fabricación de carrocerías para vehículos de motor, fabricación de remolques y semirremolques;Almussafes;Valencia;Almussafes;INDUSTRIA;259;184;75
08/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Paterna;Valencia;Riba-Roja De Túria;SERVICIOS;66;52;14
08/11/2024;11;2024;Restaurantes y puestos de comidas;Sant Cugat del Vallès;Barcelona;Aldaya;SERVICIOS;24;10;14
09/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Valencia;Valencia;"Almussafes; Picassent; Valencia";SERVICIOS;48;46;2
11/11/2024;11;2024;Elaboración de otros productos alimenticios n.c.o.p.;Redondela;Pontevedra;Catarroja;INDUSTRIA;45;16;29
11/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Almussafes;Valencia;Almussafes;SERVICIOS;5;5;0
11/11/2024;11;2024;Otro procesado y conservación de frutas y hortalizas;Ribarroja del Turia;Valencia;Riba-Roja De Túria;INDUSTRIA;297;115;182
12/11/2024;11;2024;Otros servicios personales n.c.o.p.;Cabanillas del Campo;Guadalajara;Almussafes;SERVICIOS;771;566;205
12/11/2024;11;2024;Elaboración de productos cárnicos y de volatería;Torrent;Valencia;Torrent;INDUSTRIA;297;211;86
12/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Ribarroja del Turia;Valencia;Riba-Roja De Túria;INDUSTRIA;203;176;27
12/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;69;55;14
13/11/2024;11;2024;Otras actividades de servicios sociales sin alojamiento n.c.o.p.;Paterna;Valencia;Torrent;SERVICIOS;4;0;4
13/11/2024;11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Zaragoza;Zaragoza;Aldaya;SERVICIOS;44;18;26
14/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Paterna;Valencia;Aldaya;SERVICIOS;3;0;3
14/11/2024;11;2024;Limpieza general de edificios;Barcelona;Barcelona;Almussafes;SERVICIOS;268;221;47
14/11/2024;11;2024;Fabricación de carrocerías para vehículos de motor, fabricación de remolques y semirremolques;Peñíscola;Castelló;Peñíscola;INDUSTRIA;319;216;103
15/11/2024;11;2024;Servicios integrales a edificios e instalaciones;Cuart de Poblet;Valencia;Quart De Poblet;SERVICIOS;148;0;0
15/11/2024;11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Madrid;Madrid;Aldaya;SERVICIOS;155;10;145
15/11/2024;11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Madrid;Madrid;Aldaya;SERVICIOS;148;17;131
15/11/2024;11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Barcelona;Barcelona;"Aldaya; Alfafar";SERVICIOS;14;0;14
15/11/2024;11;2024;Otra educación n.c.o.p.;Zaragoza;Zaragoza;Valencia;SERVICIOS;10;1;9
15/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;227;170;57
19/11/2024;11;2024;Fabricación de maquinaria para las industrias del plástico y del caucho;Albal;Valencia;Albal;INDUSTRIA;305;182;123
19/11/2024;11;2024;Elaboración de productos cárnicos y de volatería;Torrent;Valencia;Torrent;INDUSTRIA;325;232;93
21/11/2024;11;2024;Comercio al por mayor de prendas de vestir y calzado;Sant Feliu de Llobregat;Barcelona;Aldaya;SERVICIOS;9;0;9
21/11/2024;11;2024;Otros servicios de comidas;Leganés;Madrid;"Algemesí; Paiporta; Paterna; Valencia";SERVICIOS;45;3;42
21/11/2024;11;2024;Comercio al por mayor de frutas y hortalizas;Algemesí;Valencia;Algemesí;SERVICIOS;368;0;0
22/11/2024;11;2024;Otros servicios de comidas;Castelldefels;Barcelona;Torrent;SERVICIOS;289;31;258
22/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Pozuelo de Alarcón;Madrid;Aldaya;SERVICIOS;19;11;8
23/11/2024;11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;Aldaya;SERVICIOS;36;15;21
25/11/2024;11;2024;Comercio al por mayor de prendas de vestir y calzado;Madrid;Madrid;Alfafar;SERVICIOS;28;0;28
25/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;102;76;26
26/11/2024;11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Prat de Llobregat, El;Barcelona;Alfafar;SERVICIOS;33;10;23
26/11/2024;11;2024;Servicios técnicos de ingeniería y otras actividades relacionadas con el asesoramiento técnico;Almussafes;Valencia;Almussafes;SERVICIOS;32;23;9
26/11/2024;11;2024;Actividades de las agencias de colocación;Almussafes;Valencia;Almussafes;SERVICIOS;44;31;13
26/11/2024;11;2024;Limpieza general de edificios;Barcelona;Barcelona;Torrent;SERVICIOS;48;33;15
26/11/2024;11;2024;Depósito y almacenamiento;Almussafes;Valencia;Almussafes;SERVICIOS;204;173;31
27/11/2024;11;2024;Actividades de servicios sociales sin alojamiento para personas con discapacidad;Madrid;Madrid;"Alzira; Llíria; Valencia";SERVICIOS;79;42;37
27/11/2024;11;2024;Comercio al por mayor de otra maquinaria y equipo;Almussafes;Valencia;Almussafes;SERVICIOS;285;203;82
27/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;75;55;20
27/11/2024;11;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;98;91;7
02/12/2024;12;2024;Elaboración de platos y comidas preparados;Madrid;Madrid;Aldaya;INDUSTRIA;26;17;9
02/12/2024;12;2024;Limpieza general de edificios;Barcelona;Barcelona;Aldaya;SERVICIOS;48;33;15
02/12/2024;12;2024;Elaboración de platos y comidas preparados;Madrid;Madrid;Aldaya;INDUSTRIA;26;17;9
03/12/2024;12;2024;Otro comercio al por menor en establecimientos no especializados;Valencia;Valencia;"Alfafar; Catarroja";SERVICIOS;13;0;13
04/12/2024;12;2024;Fabricación de otros componentes, piezas y accesorios para vehículos de motor;Almussafes;Valencia;Almussafes;INDUSTRIA;242;197;45
10/12/2024;12;2024;Comercio al por mayor de frutas y hortalizas;Carlet;Valencia;"Carlet; Guadassuar";SERVICIOS;604;125;479
10/12/2024;12;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;Almussafes;SERVICIOS;39;29;10
10/12/2024;12;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;Riba-Roja De Túria;SERVICIOS;35;25;10
11/12/2024;12;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;Picassent;SERVICIOS;10;10;0
11/12/2024;12;2024;Actividades de las empresas de trabajo temporal;Madrid;Madrid;Llíria;SERVICIOS;22;22;0
12/12/2024;12;2024;Comercio al por mayor de prendas de vestir y calzado;Barcelona;Barcelona;Aldaya;SERVICIOS;14;0;14
12/12/2024;12;2024;Comercio al por mayor de frutas y hortalizas;Cheste;Valencia;Cheste;SERVICIOS;287;188;99
17/12/2024;12;2024;Otros servicios de comidas;Leganés;Madrid;"Albal; Aldaya; Alfafar; Algemesí; Catarroja; Godella; Paterna; Sedaví; Valencia";SERVICIOS;17;1;16
17/12/2024;12;2024;Otros servicios de comidas;Castelldefels;Barcelona;Alginet;SERVICIOS;0;0;0
18/12/2024;12;2024;Limpieza general de edificios;Elche;Alicante;"Albal; Aldaya; Alfafar; Algemesí; Catarroja; Godella; Paiporta; Paterna; Sedaví; Valencia";SERVICIOS;17;1;16
20/12/2024;12;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Onteniente;Valencia;"Alaquàs; Albal; Alcúdia (L'); Aldaya; Alfafar; Algemesí; Alzira; Carlet; Catadau; Massanassa; Picassent; Requena";SERVICIOS;152;23;129
20/12/2024;12;2024;Elaboración de platos y comidas preparados;Valencia;Valencia;Valencia;INDUSTRIA;4;1;3
23/12/2024;12;2024;Comercio al por mayor de frutas y hortalizas;Càrcer;Valencia;"Càrcer; Pobla Llarga (La)";SERVICIOS;62;0;0
27/12/2024;12;2024;Actividades de las empresas de trabajo temporal;Vigo;Pontevedra;Catarroja;SERVICIOS;21;9;12
13/01/2025;1;2025;Actividades de programación informática;Almussafes;Valencia;Almussafes;SERVICIOS;91;69;22
14/01/2025;1;2025;Comercio al por menor de prendas de vestir en establecimientos especializados;Murcia;Murcia;Alfafar;SERVICIOS;3;0;3
15/01/2025;1;2025;Actividades de las empresas de trabajo temporal;Barcelona;Barcelona;Riba-Roja De Túria;SERVICIOS;1;1;0
17/01/2025;1;2025;Actividades de las empresas de trabajo temporal;Barcelona;Barcelona;Riba-Roja De Túria;SERVICIOS;1;1;0
30/10/2024;10;2024;Fabricación de colchones;Beniparrell;Valencia;Beniparrell;INDUSTRIA;30;27;3
31/10/2024;10;2024;Otras actividades sanitarias;Albal;Valencia;Albal;SERVICIOS;1;0;1
31/10/2024;10;2024;Otras actividades sanitarias;Massanassa;Valencia;Massanassa;SERVICIOS;6;1;5
31/10/2024;10;2024;Restaurantes y puestos de comidas;Aldaya;Valencia;Aldaya;SERVICIOS;11;7;4
31/10/2024;10;2024;Comercio al por menor de combustible para la automoción en establecimientos especializados;Massanassa;Valencia;Massanassa;SERVICIOS;3;2;1
31/10/2024;10;2024;Actividades de servicios sociales sin alojamiento para personas con discapacidad;Valencia;Valencia;Valencia;SERVICIOS;20;17;3
31/10/2024;10;2024;Fabricación de otros productos de plástico;Beniparrell;Valencia;Beniparrell;INDUSTRIA;65;44;21
31/10/2024;10;2024;Actividades de fotografía;Sedaví;Valencia;Sedaví;SERVICIOS;37;17;20
31/10/2024;10;2024;Actividades de medicina especializada;Chiva;Valencia;Chiva;SERVICIOS;7;0;7
31/10/2024;10;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Alfafar;Valencia;Alfafar;SERVICIOS;5;1;4
31/10/2024;10;2024;Limpieza general de edificios;Valencia;Valencia;Valencia;SERVICIOS;6;0;6
31/10/2024;10;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Cuart de Poblet;Valencia;Quart De Poblet;SERVICIOS;7;3;4
03/11/2024;11;2024;Fabricación de chapas y tableros de madera;Massanassa;Valencia;Massanassa;INDUSTRIA;11;8;3
04/11/2024;11;2024;Actividades de mantenimiento físico;Massanassa;Valencia;Massanassa;SERVICIOS;3;2;1
04/11/2024;11;2024;Hoteles y alojamientos similares;Paiporta;Valencia;Paiporta;SERVICIOS;3;1;2
04/11/2024;11;2024;Actividades de mantenimiento físico;Massanassa;Valencia;Massanassa;SERVICIOS;3;2;1
04/11/2024;11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Alfafar;Valencia;Alfafar;SERVICIOS;3;1;2
04/11/2024;11;2024;Restaurantes y puestos de comidas;Valencia;Valencia;"Aldaya; Valencia";SERVICIOS;20;9;11
04/11/2024;11;2024;Transporte de mercancías por carretera;Albal;Valencia;Albal;SERVICIOS;2;2;0
04/11/2024;11;2024;Fabricación de carpintería metálica;Torrent;Valencia;Torrent;INDUSTRIA;14;12;2
04/11/2024;11;2024;Reparación y mantenimiento de otro material de transporte;Paiporta;Valencia;Paiporta;INDUSTRIA;1;1;0
04/11/2024;11;2024;Comercio al por menor de muebles, aparatos de iluminación y otros artículos de uso doméstico en establecimientos especializados;Massanassa;Valencia;Massanassa;SERVICIOS;2;0;2
04/11/2024;11;2024;Restaurantes y puestos de comidas;Algemesí;Valencia;Algemesí;SERVICIOS;4;1;3
04/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Valencia;Benetússer;SERVICIOS;2;0;2
04/11/2024;11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Beniparrell;Valencia;Beniparrell;SERVICIOS;13;13;0
04/11/2024;11;2024;Comercio al por mayor de equipos electrónicos y de telecomunicaciones y sus componentes;Beniparrell;Valencia;Beniparrell;SERVICIOS;5;5;0
04/11/2024;11;2024;Transporte de mercancías por carretera;Onteniente;Valencia;"Onteniente; Picanya";SERVICIOS;13;13;0
04/11/2024;11;2024;Fabricación de relojes;Torrent;Valencia;Torrent;INDUSTRIA;20;20;0
04/11/2024;11;2024;Comercio al por mayor de flores y plantas;Torrent;Valencia;"Alaquàs; Picassent; Torrent; Chirivella";SERVICIOS;0;0;0
04/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Sedaví;Valencia;Sedaví;SERVICIOS;1;0;1
04/11/2024;11;2024;Promoción inmobiliaria;Paiporta;Valencia;Paiporta;CONSTRUCIÓN;5;3;2
04/11/2024;11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Capellades;Barcelona;"Aldaya; Valencia";SERVICIOS;4;0;4
04/11/2024;11;2024;Fabricación de carpintería metálica;Ribarroja del Turia;Valencia;Riba-Roja De Túria;INDUSTRIA;46;37;9
04/11/2024;11;2024;Restaurantes y puestos de comidas;Aldaya;Valencia;Aldaya;SERVICIOS;15;5;10
04/11/2024;11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Ribarroja del Turia;Valencia;Riba-Roja De Túria;SERVICIOS;4;4;0
04/11/2024;11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Málaga;Málaga;Aldaya;SERVICIOS;5;0;5
04/11/2024;11;2024;Actividades odontológicas;Llombai;Valencia;Llombai;SERVICIOS;2;1;1
04/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Catarroja;Valencia;Catarroja;SERVICIOS;3;0;3
04/11/2024;11;2024;Comercio al por menor de prendas de vestir en establecimientos especializados;Málaga;Málaga;Aldaya;SERVICIOS;6;0;6
04/11/2024;11;2024;Otras actividades de apoyo a las empresas n.c.o.p.;Benifaió;Valencia;"Carlet; Puig De Santa Maria (El); Rafelbunyol";SERVICIOS;81;56;25
04/11/2024;11;2024;Comercio al por mayor de otra maquinaria y equipo;Albal;Valencia;Albal;SERVICIOS;18;13;5
05/11/2024;11;2024;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y comida en establecim. especializados;Picanya;Valencia;Picanya;SERVICIOS;1;0;1
05/11/2024;11;2024;Otra educación n.c.o.p.;Sedaví;Valencia;Sedaví;SERVICIOS;8;0;8
05/11/2024;11;2024;Revestimiento de suelos y paredes;Aldaya;Valencia;Aldaya;CONSTRUCIÓN;1;1;0
05/11/2024;11;2024;Actividades de juegos de azar y apuestas;Aldaya;Valencia;Aldaya;SERVICIOS;1;0;1
05/11/2024;11;2024;Intermediarios del comercio de muebles, artículos para el hogar y ferretería;Benetússer;Valencia;Benetússer;SERVICIOS;2;1;1
05/11/2024;11;2024;Restaurantes y puestos de comidas;Aldaya;Valencia;Aldaya;SERVICIOS;3;2;1
05/11/2024;11;2024;Comercio al por menor de artículos de relojería y joyería en establecimientos especializados;Valencia;Valencia;"Sagunto; Valencia";SERVICIOS;6;0;6
05/11/2024;11;2024;Otras actividades recreativas y de entretenimiento;Massanassa;Valencia;Massanassa;SERVICIOS;23;12;11
05/11/2024;11;2024;Venta de automóviles y vehículos de motor ligeros;Alzira;Valencia;"Alzira; Torrent; Valencia";SERVICIOS;28;26;2
05/11/2024;11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Valencia;Valencia;Valencia;SERVICIOS;2;2;0
05/11/2024;11;2024;Alojamientos turísticos y otros alojamientos de corta estancia;Sedaví;Valencia;Sedaví;SERVICIOS;2;0;2
05/11/2024;11;2024;Limpieza general de edificios;Alfafar;Valencia;"Alfafar; Paterna";SERVICIOS;7;2;5
05/11/2024;11;2024;Otro comercio al por menor de artículos nuevos en establecimientos especializados;Alfafar;Valencia;Alfafar;SERVICIOS;7;2;5
05/11/2024;11;2024;Artes escénicas;Valencia;Valencia;Alfafar;SERVICIOS;1;1;0
05/11/2024;11;2024;Construcción de edificios residenciales;Massanassa;Valencia;Massanassa;CONSTRUCIÓN;10;9;1
05/11/2024;11;2024;Restaurantes y puestos de comidas;Alaquàs;Valencia;Alaquàs;SERVICIOS;1;0;1
05/11/2024;11;2024;Restaurantes y puestos de comidas;Benetússer;Valencia;Benetússer;SERVICIOS;1;0;1
05/11/2024;11;2024;Otras actividades deportivas;Algemesí;Valencia;Algemesí;SERVICIOS;3;3;0
05/11/2024;11;2024;Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados;Catarroja;Valencia;"Catarroja; Colindres";SERVICIOS;2;0;2
05/11/2024;11;2024;Reparación y mantenimiento de otro material de transporte;Catarroja;Valencia;Catarroja;INDUSTRIA;1;1;0
05/11/2024;11;2024;Comercio al por menor de pan y productos de panadería, confitería y pastelería en establecimientos especializados;Sedaví;Valencia;Sedaví;SERVICIOS;9;2;7
05/11/2024;11;2024;Servicios integrales a edificios e instalaciones;Valencia;Valencia;Alfafar;SERVICIOS;18;15;3
05/11/2024;11;2024;Establecimientos de bebidas;Algemesí;Valencia;Algemesí;SERVICIOS;6;3;3
05/11/2024;11;2024;Restaurantes y puestos de comidas;Algemesí;Valencia;Algemesí;SERVICIOS;2;0;2
05/11/2024;11;2024;Transporte de mercancías por carretera;Bétera;Valencia;Valencia;SERVICIOS;1;1;0
05/11/2024;11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Algemesí;Valencia;Algemesí;SERVICIOS;2;2;0
05/11/2024;11;2024;Fabricación de artículos confeccionados con textiles, excepto prendas de vestir;Beniparrell;Valencia;Beniparrell;INDUSTRIA;1;1;0
05/11/2024;11;2024;Intermediarios del comercio de productos diversos;Catarroja;Valencia;Catarroja;SERVICIOS;2;2;0
05/11/2024;11;2024;Comercio al por menor de calzado y artículos de cuero en establecimientos especializados;Aldaya;Valencia;Aldaya;SERVICIOS;4;0;4
05/11/2024;11;2024;Comercio al por mayor, no especializado, de productos alimenticios, bebidas y tabaco;Massanassa;Valencia;Massanassa;SERVICIOS;2;0;2
05/11/2024;11;2024;Actividades de contabilidad, teneduría de libros, auditoría y asesoría fiscal;Sedaví;Valencia;Sedaví;SERVICIOS;4;0;4
05/11/2024;11;2024;Otras actividades recreativas y de entretenimiento;Alaquàs;Valencia;Alaquàs;SERVICIOS;2;1;1
06/11/2024;11;2024;Actividades auxiliares a la educación;Sedaví;Valencia;Sedaví;SERVICIOS;1;0;1
06/11/2024;11;2024;Establecimientos de bebidas;Aldaya;Valencia;Aldaya;SERVICIOS;2;0;2
06/11/2024;11;2024;Actividades de fotografía;Torrent;Valencia;Torrent;SERVICIOS;5;2;3
06/11/2024;11;2024;Restaurantes y puestos de comidas;Catarroja;Valencia;Catarroja;SERVICIOS;4;1;3
06/11/2024;11;2024;Gestión de instalaciones deportivas;Paiporta;Valencia;Paiporta;SERVICIOS;2;1;1
06/11/2024;11;2024;Comercio al por menor de artículos médicos y ortopédicos en establecimientos especializados;Alfafar;Valencia;Alfafar;SERVICIOS;2;0;2
06/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Benetússer;Valencia;Alfafar;SERVICIOS;3;0;3
06/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Algemesí;Valencia;Algemesí;SERVICIOS;3;0;3
06/11/2024;11;2024;Otras actividades de limpieza;Paiporta;Valencia;Paiporta;SERVICIOS;2;0;2
06/11/2024;11;2024;Confección de otras prendas de vestir y accesorios;Benetússer;Valencia;Benetússer;INDUSTRIA;2;0;2
06/11/2024;11;2024;Comercio al por menor de productos de tabaco en establecimientos especializados;Sedaví;Valencia;Sedaví;SERVICIOS;4;1;3
06/11/2024;11;2024;Comercio al por mayor de cereales, tabaco en rama, simientes y alimentos para animales;Alfafar;Valencia;Benetússer;SERVICIOS;3;3;0
06/11/2024;11;2024;Fabricación de otros muebles;Beniparrell;Valencia;Beniparrell;INDUSTRIA;11;5;6
06/11/2024;11;2024;Establecimientos de bebidas;Catarroja;Valencia;Catarroja;SERVICIOS;0;0;0
06/11/2024;11;2024;Establecimientos de bebidas;Valencia;Valencia;Valencia;SERVICIOS;1;0;1
06/11/2024;11;2024;Transporte por taxi;Burjasot;Valencia;Valencia;SERVICIOS;1;1;0
06/11/2024;11;2024;Agentes de la propiedad inmobiliaria;Albal;Valencia;Albal;SERVICIOS;1;0;1
06/11/2024;11;2024;Establecimientos de bebidas;Paiporta;Valencia;Paiporta;SERVICIOS;4;2;2
06/11/2024;11;2024;Comercio al por menor de ferretería, pintura y vidrio en establecimientos especializados;Picanya;Valencia;Picanya;SERVICIOS;1;0;1
06/11/2024;11;2024;Restaurantes y puestos de comidas;Sedaví;Valencia;Sedaví;SERVICIOS;5;1;4
06/11/2024;11;2024;Comercio al por menor de equipos de telecomunicaciones en establecimientos especializados;Valencia;Valencia;Albal;SERVICIOS;1;0;1
06/11/2024;11;2024;Ensayos y análisis técnicos;Benetússer;Valencia;Benetússer;SERVICIOS;1;1;0
06/11/2024;11;2024;Establecimientos de bebidas;Benifaió;Valencia;Alfarp;SERVICIOS;8;0;8
06/11/2024;11;2024;Comercio al por menor de bebidas en establecimientos especializados;Sedaví;Valencia;Sedaví;SERVICIOS;27;4;23
06/11/2024;11;2024;Instalaciones eléctricas;Valencia;Valencia;Valencia;CONSTRUCIÓN;4;4;0
06/11/2024;11;2024;Establecimientos de bebidas;Alfafar;Valencia;Alfafar;SERVICIOS;3;0;3
06/11/2024;11;2024;Establecimientos de bebidas;Picanya;Valencia;Picanya;SERVICIOS;2;1;1
06/11/2024;11;2024;Transporte de mercancías por carretera;Beniparrell;Valencia;Beniparrell;SERVICIOS;7;6;1
06/11/2024;11;2024;Actividades de servicios sociales sin alojamiento para personas con discapacidad;Valencia;Valencia;Valencia;SERVICIOS;2;1;1
06/11/2024;11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Paiporta;Valencia;Paiporta;SERVICIOS;1;0;1
06/11/2024;11;2024;Comercio al por menor de flores, plantas, semillas, fertilizantes, animales de compañía y comida en establecim. especializados;Alginet;Valencia;Alginet;SERVICIOS;2;0;2
06/11/2024;11;2024;Otras actividades sanitarias;Benetússer;Valencia;Benetússer;SERVICIOS;1;0;1
06/11/2024;11;2024;Otro comercio al por menor en establecimientos no especializados;Aldaya;Valencia;Aldaya;SERVICIOS;6;0;6
06/11/2024;11;2024;Actividades de los clubes deportivos;Paiporta;Valencia;Paiporta;SERVICIOS;1;1;0
06/11/2024;11;2024;Comercio al por mayor de madera, materiales de construcción y aparatos sanitarios;Beniparrell;Valencia;Beniparrell;SERVICIOS;4;3;1
06/11/2024;11;2024;Otras actividades recreativas y de entretenimiento;Ribarroja del Turia;Valencia;Riba-Roja De Túria;SERVICIOS;1;0;1
06/11/2024;11;2024;Establecimientos de bebidas;Torrent;Valencia;Torrent;SERVICIOS;5;0;5
06/11/2024;11;2024;Actividades de los clubes deportivos;Paiporta;Valencia;Paiporta;SERVICIOS;1;1;0
06/11/2024;11;2024;Fabricación de carpintería metálica;Ribarroja del Turia;Valencia;Riba-Roja De Túria;INDUSTRIA;7;6;1
06/11/2024;11;2024;Mantenimiento y reparación de vehículos de motor;Aldaya;Valencia;Aldaya;SERVICIOS;8;4;4
06/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Valencia;Valencia;Valencia;SERVICIOS;1;0;1
06/11/2024;11;2024;Construcción de otros proyectos de ingeniería civil n.c.o.p.;Albal;Valencia;Albal;CONSTRUCIÓN;2;2;0
06/11/2024;11;2024;Comercio al por menor de artículos deportivos en establecimientos especializados;Utiel;Valencia;Utiel;SERVICIOS;1;1;0
06/11/2024;11;2024;Actividades de agentes y corredores de seguros;Picanya;Valencia;Picanya;SERVICIOS;1;0;1
06/11/2024;11;2024;Establecimientos de bebidas;Requena;Valencia;Requena;SERVICIOS;4;0;4
06/11/2024;11;2024;Otra educación n.c.o.p.;Massanassa;Valencia;Massanassa;SERVICIOS;5;1;4
06/11/2024;11;2024;Establecimientos de bebidas;Aldaya;Valencia;Aldaya;SERVICIOS;2;0;2
06/11/2024;11;2024;Peluquería y otros tratamientos de belleza;Chiva;Valencia;Chiva;SERVICIOS;4;2;2
06/11/2024;11;2024;Establecimientos de bebidas;Paiporta;Valencia;Paiporta;SERVICIOS;1;0;1
06/11/2024;11;2024;Comercio al por menor en establecimientos no especializados, con predominio en productos alimenticios, bebidas y tabaco;Paiporta;Valencia;Paiporta;SERVICIOS;1;1;0
06/11/2024;11;2024;Establecimientos de bebidas;Sedaví;Valencia;Sedaví;SERVICIOS;1;1;0
06/11/2024;11;2024;Agencias de publicidad;Alfafar;Valencia;Alfafar;SERVICIOS;5;0;5
06/11/2024;11;2024;Fabricación de carpintería metálica;Massanassa;Valencia;Massanassa;INDUSTRIA;6;5;1
